Gene_ID,Gene_Annotation ,Protein_Sequence_Length,mean_Similarity,NO_GOs ,Gos,Enzyme_Codes
g2562.t1,presequence translocase-associated motor subunit,226,74.35%,4,C:mitochondrial inner membrane; P:transmembrane transport; C:integral to membrane; P:protein transport,-
g2563.t1,molybdenum cofactor biosynthetic protein,472,69.55%,8,C:cytoplasm; F:metal ion binding; P:mycelium development; P:Mo-molybdopterin cofactor biosynthetic process; F:ATP binding; F:nucleotidyltransferase activity; F:sulfurtransferase activity; P:tRNA processing,EC:2.7.7.0; EC:2.8.1.0
g2564.t1,Not Available,185,,0,-,
g2565.t1,hypothetical protein FOXB_08325 [Fusarium oxysporum Fo5176],183,61.55%,0,-,
g2566.t1,ulp1 protease family protein,511,83.50%,2,F:cysteine-type peptidase activity; P:proteolysis,-
g2567.t1,Not Available,470,,0,-,
g2568.t1,chromo domain,597,66.25%,5,F:chromatin binding; C:chromatin; P:chromatin assembly or disassembly; C:nucleus; F:DNA binding,
g2569.t1,efflux pump antibiotic resistance,1005,66.15%,1,P:transmembrane transport,-
g257.t1,spermidine synthase,331,91.10%,2,F:spermidine synthase activity; P:spermidine biosynthetic process,EC:2.5.1.16
g2570.t1,Not Available,192,,0,-,
g2571.t1,Not Available,478,,0,-,
g2572.t1,acriflavine sensitivity control protein acr-2,772,57.60%,4,"F:transcription factor activity; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g2573.t1,Not Available,112,,0,-,
g2574.t1,Not Available,140,,0,-,
g2575.t1,predicted protein [Trichoderma reesei QM6a],373,48.20%,2,F:nucleic acid binding; F:nucleotide binding,-
g2576.t1,dihydrodipicolinate synthase,333,72.50%,2,P:cellular nitrogen compound biosynthetic process; F:dihydrodipicolinate synthase activity,EC:4.2.1.52
g2577.t1,Not Available,386,,0,-,
g2578.t1,major facilitator superfamily transporter,442,63.55%,1,P:transmembrane transport,-
g2579.t1,Not Available,327,,0,-,
g258.t1,nitrilase family protein,1131,80.00%,2,"F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:nitrogen compound metabolic process",-
g2580.t1,mfs,520,57.60%,1,P:transmembrane transport,-
g2581.t1,Not Available,122,,0,-,
g2582.t1,fungal specific transcription factor,858,56.95%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g2583.t1,Not Available,155,,0,-,
g2584.t1,hypothetical protein GLRG_07756 [Glomerella graminicola M1.001],431,47.50%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2585.t1,Not Available,95,,0,-,
g2586.t1,ubiquitin c-terminal hydrolase l3,244,69.80%,3,C:intracellular; P:ubiquitin-dependent protein catabolic process; F:ubiquitin thiolesterase activity,EC:3.1.2.15
g2587.t1,Not Available,230,,0,-,
g2588.t1,mfs transporter,524,72.55%,1,P:transmembrane transport,-
g2589.t1,Not Available,166,,0,-,
g259.t1,spermidine synthase,352,89.70%,2,F:spermidine synthase activity; P:spermidine biosynthetic process,EC:2.5.1.16
g2590.t1,isochorismatase family protein,321,47.20%,2,P:metabolic process; F:hydrolase activity,-
g2591.t1,Not Available,162,,0,-,
g2592.t1,c6 transcription,625,56.90%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g2593.t1,Not Available,1238,,0,-,
g2594.t1,abc transporter,1413,84.90%,5,"P:transport; C:integral to membrane; F:ATPase activity, coupled to transmembrane movement of substances; P:ATP catabolic process; F:ATP binding",-
g2595.t1,alpha-ketoglutarate-dependent taurine dioxygenase,378,81.10%,2,"P:oxidation reduction; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",EC:1.13.11.0
g2596.t1,hypothetical protein TRIVIDRAFT_48817 [Trichoderma virens Gv29-8],307,55.30%,0,-,
g2597.t1,peptidyl-prolyl cis-trans isomerase-like 1,103,82.05%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2598.t1,hypothetical protein TRIATDRAFT_50385 [Trichoderma atroviride IMI 206040],150,55.25%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2599.t1,Not Available,124,,0,-,
g26.t1,FI14824p [Drosophila melanogaster],699,50.00%,0,-,
g260.t1,hypothetical protein GLRG_04132 [Glomerella graminicola M1.001],1232,68.30%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2600.t1,superoxide dismutase,213,83.30%,5,F:metal ion binding; C:mitochondrial matrix; F:superoxide dismutase activity; P:superoxide metabolic process; P:oxidation reduction,EC:1.15.1.1
g2601.t1,Not Available,137,,0,-,
g2602.t1,esterase lipase,310,54.50%,6,P:metabolic process; F:methyl salicylate esterase activity; F:carboxylesterase activity; F:methyl jasmonate esterase activity; F:triglyceride lipase activity; F:methyl indole-3-acetate esterase activity,EC:3.1.1.1; EC:3.1.1.3
g2603.t1,smp-30 gluconolaconase lre-like region,1675,73.85%,6,"F:transcription factor activity; F:DNA binding; F:1,4-lactonase activity; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",EC:3.1.1.25
g2604.t1,fructose-bisphosphate aldolase,402,76.60%,3,P:glycolysis; F:fructose-bisphosphate aldolase activity; F:zinc ion binding,EC:4.1.2.13
g2605.t1,3-oxoacyl-(acyl-carrier-protein) reductase 2,832,83.35%,3,P:oxidation reduction; F:binding; F:carbonyl reductase (NADPH) activity,EC:1.1.1.184
g2606.t1,Not Available,155,,0,-,
g2607.t1,short chain dehydrogenase reductase family,267,72.05%,3,F:gluconate 5-dehydrogenase activity; P:oxidation reduction; F:binding,EC:1.1.1.69
g2608.t1,mfs monosaccharide,770,78.05%,4,F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport,-
g2609.t1,Not Available,148,,0,-,
g261.t1,karyopherin kap123,1084,71.95%,3,P:intracellular protein transport; F:binding; F:protein transporter activity,-
g2610.t1,aldehyde reductase,355,77.30%,2,F:alcohol dehydrogenase (NADP+) activity; P:oxidation reduction,EC:1.1.1.2
g2611.t1,predicted protein [Chaetomium globosum CBS 148.51],174,54.29%,0,-,
g2612.t1,Not Available,112,,0,-,
g2613.t1,Not Available,328,,0,-,
g2614.t1,mfs transporter,632,84.05%,1,P:transmembrane transport,-
g2615.t1,Not Available,159,,0,-,
g2616.t1,zn 2cys6 transcription factor,1066,67.55%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g2617.t1,Not Available,253,,0,-,
g2618.t1,mitochondrial dicarboxylate transporter,309,64.25%,5,F:binding; C:mitochondrial inner membrane; P:transmembrane transport; P:mitochondrial transport; C:integral to membrane,-
g2619.t1,conserved mitochondrial protein,768,75.60%,0,-,
g262.t1,Not Available,329,,0,-,
g2620.t1,coenzyme a,841,81.40%,2,P:ketone body catabolic process; F:3-oxoacid CoA-transferase activity,EC:2.8.3.5
g2621.t1,Not Available,587,,0,-,
g2622.t1,peroxisome biosynthesis protein (pas1 peroxin-1),2178,70.15%,5,P:mycelium development; C:peroxisome; F:ATP binding; F:nucleoside-triphosphatase activity; P:peroxisome organization,EC:3.6.1.15
g2623.t1,Not Available,367,,0,-,
g2624.t1,dna replication licensing factor mcm7,1953,86.70%,5,P:DNA replication initiation; F:DNA binding; F:ATP binding; F:nucleoside-triphosphatase activity; C:nucleus,EC:3.6.1.15
g2625.t1,Not Available,678,,0,-,
g2626.t1,37s ribosomal protein s23,756,66.80%,1,C:ribosome,-
g2627.t1,hypothetical protein TRIATDRAFT_280339 [Trichoderma atroviride IMI 206040],1941,62.40%,2,F:zinc ion binding; C:intracellular,-
g2628.t1,dna mismatch repair protein msh3,1407,78.95%,12,F:double-strand/single-strand DNA junction binding; F:damaged DNA binding; C:nuclear chromosome; F:Y-form DNA binding; C:MutSbeta complex; F:ATP binding; F:loop DNA binding; P:reciprocal meiotic recombination; F:DNA-dependent ATPase activity; P:removal of nonhomologous ends; P:maintenance of DNA repeat elements; P:meiotic mismatch repair,-
g2629.t1,Not Available,107,,0,-,
g263.t1,proteasome subunit alpha type 6,898,89.25%,5,"C:proteasome core complex, alpha-subunit complex; P:ubiquitin-dependent protein catabolic process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; C:nucleus; F:threonine-type endopeptidase activity",EC:1.13.11.0; EC:3.4.25.0
g2630.t1,geranylgeranyltransferase beta subunit,329,87.85%,2,P:metabolic process; F:transferase activity,-
g2631.t1,Not Available,208,,0,-,
g2632.t1,domain-containing protein,864,69.35%,2,C:intracellular; P:signal transduction,-
g2633.t1,Not Available,340,,0,-,
g2634.t1,duf221 domain protein,849,66.75%,1,C:membrane,-
g2635.t1,Not Available,163,,0,-,
g2636.t1,Not Available,416,,0,-,
g2637.t1,d-lactate dehydrogenase,934,55.00%,1,P:biosynthetic process,
g2638.t1,d-lactate dehydrogenase,350,79.05%,4,F:NAD or NADH binding; F:D-lactate dehydrogenase activity; P:mycelium development; P:oxidation reduction,EC:1.1.1.28
g2639.t1,pyridine nucleotide-disulfide,761,60.65%,4,F:FAD binding; P:oxidation reduction; F:NADP or NADPH binding; F:flavin-containing monooxygenase activity,EC:1.14.13.8
g264.t1,proteasome subunit alpha type 6,672,55.65%,1,C:proteasome complex,-
g2640.t1,dna mismatch repair protein msh4,891,70.60%,3,P:mismatch repair; F:ATP binding; F:mismatched DNA binding,-
g2641.t1,Not Available,151,,0,-,
g2642.t1,Not Available,303,,0,-,
g2643.t1,wd repeat-containing protein,944,85.30%,1,C:cellular_component,
g2644.t1,Not Available,179,,0,-,
g2645.t1,dynamin family protein,1315,78.15%,4,F:GTP binding; P:signal transduction; P:GTP catabolic process; F:GTPase activity,-
g2646.t1,Not Available,773,,0,-,
g2647.t1,Not Available,148,,0,-,
g2648.t1,transmembrane adaptor erv26,214,80.05%,2,C:integral to membrane; P:mycelium development,-
g2649.t1,bud site selection protein,120,92.15%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g265.t1,hypothetical protein FOXB_02486 [Fusarium oxysporum Fo5176],180,76.50%,0,-,
g2650.t1,Not Available,113,,0,-,
g2651.t1,choline-sulfatase,953,81.00%,2,F:sulfuric ester hydrolase activity; P:metabolic process,EC:3.1.6.0
g2652.t1,abc transporter,2152,63.70%,8,"P:transmembrane transport; F:zinc ion binding; C:integral to membrane; F:ATPase activity, coupled to transmembrane movement of substances; P:ATP catabolic process; F:cytidine deaminase activity; F:ATP binding; P:cytidine deamination",EC:3.5.4.5
g2653.t1,Not Available,208,,0,-,
g2654.t1,Not Available,451,,0,-,
g2655.t1,chromatin assembly factor 1 subunit,715,80.55%,5,"P:chromatin modification; F:transcription regulator activity; F:chromatin binding; C:nucleus; P:regulation of transcription, DNA-dependent",-
g2656.t1,Not Available,189,,0,-,
g2657.t1,hypothetical protein CMQ_5627 [Grosmannia clavigera kw1407],373,53.00%,0,-,
g2658.t1,nadh-cytochrome b5 reductase,338,82.75%,4,F:cytochrome-b5 reductase activity; C:integral to membrane; C:mitochondrial outer membrane; P:oxidation reduction,EC:1.6.2.2
g2659.t1,protein ssu72,258,85.50%,3,F:phosphoprotein phosphatase activity; P:mRNA processing; C:nucleus,EC:3.1.3.16
g266.t1,Not Available,154,,0,-,
g2660.t1,Not Available,198,,0,-,
g2661.t1,Not Available,159,,0,-,
g2662.t1,cell polarity protein,906,62.75%,0,-,
g2663.t1,Not Available,655,,0,-,
g2664.t1,glutathione-dependent formaldehyde-activating enzyme,165,56.20%,2,F:carbon-sulfur lyase activity; P:metabolic process,-
g2665.t1,Not Available,253,,0,-,
g2666.t1,ctp synthase,580,79.65%,4,P:glutamine metabolic process; F:CTP synthase activity; F:ATP binding; P:pyrimidine nucleotide biosynthetic process,EC:6.3.4.2
g2667.t1,mediator of rna polymerase ii transcription subunit 8,375,59.05%,2,C:mediator complex; P:regulation of transcription from RNA polymerase II promoter,-
g2668.t1,Not Available,254,,0,-,
g2669.t1,Not Available,166,,0,-,
g267.t1,integral membrane protein,148,84.25%,0,-,
g2670.t1,ribonuclease p complex subunit,629,65.75%,2,F:ribonuclease activity; P:tRNA processing,-
g2671.t1,Not Available,494,,0,-,
g2672.t1,Not Available,259,,0,-,
g2673.t1,Not Available,205,,0,-,
g2674.t1,rhodopsin family protein,538,53.10%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2675.t1,sugar transporter family protein,491,82.20%,4,C:integral to membrane; P:transmembrane transport; F:transporter activity; P:carbohydrate transport,-
g2676.t1,sporulation protein rmd8,1499,76.45%,4,C:nuclear membrane; P:chromosome segregation; C:spindle pole body; C:integral to membrane,-
g2677.t1,Not Available,503,,0,-,
g2678.t1,heavy metal translocating p-type atpase,1159,81.35%,6,F:copper ion binding; F:copper-exporting ATPase activity; C:integral to membrane; P:ATP biosynthetic process; F:ATP binding; P:copper ion export,EC:3.6.3.4
g2679.t1,Not Available,289,,0,-,
g268.t1,c2 domain containing protein,1116,69.15%,1,P:signal transduction,-
g2680.t1,cop9 signalosome subunit 7,587,73.45%,0,-,
g2681.t1,regulator of g-protein signaling domain-containing protein,350,86.70%,6,F:signal transducer activity; P:positive regulation of GTPase activity; P:signal transduction; F:GTPase activator activity; C:cytoplasm; C:plasma membrane,-
g2682.t1,Not Available,284,,0,-,
g2683.t1,60s ribosomal protein l31e,122,87.40%,3,C:ribosome; F:structural constituent of ribosome; P:translation,-
g2684.t1,Not Available,184,,0,-,
g2685.t1,ubiquitin-conjugating enzyme,169,87.80%,3,F:ATP binding; F:acid-amino acid ligase activity; P:post-translational protein modification,EC:6.3.2.0
g2686.t1,Not Available,402,,0,-,
g2687.t1,serine threonine-protein kinase chk1,536,73.85%,3,F:ATP binding; P:protein amino acid phosphorylation; F:protein serine/threonine kinase activity,EC:2.7.11.0
g2688.t1,hypothetical protein VDAG_00914 [Verticillium dahliae VdLs.17],535,69.90%,0,-,
g2689.t1,Not Available,857,,0,-,
g269.t1,Not Available,431,,0,-,
g2690.t1,Not Available,316,,0,-,
g2691.t1,f-box domain-containing protein,633,57.15%,2,F:molecular_function; C:cellular_component,
g2692.t1,Not Available,559,,0,-,
g2693.t1,glycoside hydrolase family 61 protein,232,66.25%,1,F:hydrolase activity,-
g2694.t1,pyruvate kinase,479,78.25%,6,F:pyruvate kinase activity; P:phosphorylation; F:potassium ion binding; F:ATP binding; F:magnesium ion binding; P:glycolysis,EC:2.7.1.40
g2695.t1,YA37B_YEASTRecName: Full=Putative uncharacterized protein YAL037C-B,294,41.00%,0,-,
g2696.t1,autophagy-related protein 28,662,55.00%,0,-,
g2697.t1,wd repeat-containing protein,612,78.30%,2,F:molecular_function; C:cellular_component,
g2698.t1,Not Available,821,,0,-,
g2699.t1,transcription initiation protein spt5,1095,80.55%,7,F:translation elongation factor activity; P:regulation of transcription from RNA polymerase II promoter; P:regulation of RNA elongation; F:transcription elongation regulator activity; P:mRNA processing; C:nucleus; P:translational elongation,-
g27.t1,plasma membrane calcium-transporting atpase 2,1132,78.00%,5,F:calcium-transporting ATPase activity; P:calcium ion transmembrane transport; C:integral to membrane; P:ATP biosynthetic process; F:ATP binding,EC:3.6.3.8
g270.t1,methyltransferase domain-containing protein,969,64.80%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g2700.t1,letm1-domain-containing protein,535,81.55%,0,-,
g2701.t1,Not Available,553,,0,-,
g2702.t1,Not Available,523,,0,-,
g2703.t1,adenylate kinase,272,78.20%,5,C:cytoplasm; F:adenylate kinase activity; P:nucleotide biosynthetic process; P:phosphorylation; F:ATP binding,EC:2.7.4.3
g2704.t1,sorting nexin-4,473,77.30%,5,F:phosphoinositide binding; C:endosome membrane; P:cell communication; P:autophagy; P:protein transport,-
g2705.t1,Not Available,709,,0,-,
g2706.t1,pheromone processing endoprotease,852,73.25%,3,P:protein maturation by peptide bond cleavage; C:Golgi apparatus; F:serine-type endopeptidase activity,EC:3.4.21.0
g2707.t1,Not Available,369,,0,-,
g2708.t1,Not Available,228,,0,-,
g2709.t1,Not Available,689,,0,-,
g271.t1,Not Available,79,,0,-,
g2710.t1,hypothetical protein NECHADRAFT_90440 [Nectria haematococca mpVI 77-13-4],1739,70.00%,2,C:mitochondrial outer membrane; C:plasma membrane,-
g2711.t1,rna-binding protein 8a,822,81.90%,5,F:RNA binding; C:cytoplasm; P:RNA processing; C:nucleus; F:nucleotide binding,-
g2712.t1,at hook domain-containing protein,1283,60.30%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2713.t1,er lumen protein retaining receptor,353,73.85%,4,C:integral to membrane; F:ER retention sequence binding; F:receptor activity; P:protein retention in ER lumen,-
g2714.t1,autophagy protein,325,64.20%,1,P:autophagy,-
g2715.t1,hypothetical protein TESG_00886 [Trichophyton tonsurans CBS 112818],831,46.00%,2,F:zinc ion binding; F:nucleic acid binding,-
g2716.t1,chromosome segregation protein,1722,64.75%,0,-,
g2717.t1,40s ribosomal protein s11,161,95.10%,3,C:ribosome; F:structural constituent of ribosome; P:translation,-
g2718.t1,Not Available,922,,0,-,
g2719.t1,Not Available,785,,0,-,
g272.t1,Not Available,110,,0,-,
g2720.t1,Not Available,190,,0,-,
g2721.t1,Not Available,320,,0,-,
g2722.t1,Not Available,292,,0,-,
g2723.t1,hypothetical protein GLRG_00487 [Glomerella graminicola M1.001],460,65.90%,3,F:molecular_function; P:biological_process; C:cellular_component,
g2724.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],171,77.90%,0,-,
g2725.t1,hypothetical protein MAC_07284 [Metarhizium acridum CQMa 102],240,54.21%,0,-,
g2726.t1,Not Available,174,,0,-,
g2727.t1,casein kinase ii subunit alpha,344,95.95%,3,F:ATP binding; P:protein amino acid phosphorylation; F:protein serine/threonine kinase activity,EC:2.7.11.0
g2728.t1,hypothetical protein CLUG_02276 [Clavispora lusitaniae ATCC 42720],258,57.00%,0,-,
g2729.t1,autophagy protein apg6,493,77.70%,2,F:zinc ion binding; P:autophagy,-
g273.t1,actin-like protein,380,93.60%,3,C:cytoskeleton; C:cytoplasm; F:ATP binding,-
